,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,26.67,26.32,0.0
1,OTHER,0.0,0.0,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,0.0,0.0,0.0
4,ASIAN-PACIFIC,0.0,0.0,0.0
5,WHITE,66.67,70.12,0.0
6,BLACK,35.71,73.33,0.0
