,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,62.86,56.76,0.0
1,OTHER,50.0,100.0,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,20.0,50.0,0.0
4,ASIAN-PACIFIC,0.0,100.0,0.0
5,WHITE,73.08,70.67,100.0
6,BLACK,0.0,0.0,0.0
