,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,52.07,51.79,0.0
1,OTHER,68.29,66.67,50.0
2,NATIVE AMERICAN,66.67,66.67,0.0
3,LATINO,46.67,67.74,0.0
4,ASIAN-PACIFIC,46.56,50.0,100.0
5,WHITE,67.47,68.14,100.0
6,BLACK,71.97,74.07,100.0
