,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,53.64,69.35,0.0
1,OTHER,56.67,58.33,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,70.37,75.0,100.0
4,ASIAN-PACIFIC,68.42,79.17,0.0
5,WHITE,70.63,71.39,50.0
6,BLACK,38.19,57.63,0.0
