,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,23.31,28.57,0.0
1,OTHER,35.0,56.25,0.0
2,NATIVE AMERICAN,50.0,0.0,0.0
3,LATINO,33.7,42.99,0.0
4,ASIAN-PACIFIC,18.18,38.24,0.0
5,WHITE,55.26,58.09,0.0
6,BLACK,37.04,59.01,0.0
