,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,16.67,60.0,0.0
1,OTHER,50.0,0.0,0.0
2,NATIVE AMERICAN,0.0,100.0,0.0
3,LATINO,66.67,100.0,0.0
4,ASIAN-PACIFIC,0.0,0.0,0.0
5,WHITE,77.4,66.42,0.0
6,BLACK,62.34,75.24,0.0
