,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,41.9,45.3,0.0
1,OTHER,60.47,63.79,0.0
2,NATIVE AMERICAN,33.33,50.0,0.0
3,LATINO,44.17,51.72,0.0
4,ASIAN-PACIFIC,28.64,33.33,0.0
5,WHITE,58.41,58.93,50.0
6,BLACK,58.08,68.69,100.0
