,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,35.06,43.67,0.0
1,OTHER,52.17,42.11,0.0
2,NATIVE AMERICAN,25.0,40.0,0.0
3,LATINO,42.11,60.78,0.0
4,ASIAN-PACIFIC,50.0,60.0,0.0
5,WHITE,58.45,58.68,0.0
6,BLACK,53.73,64.74,50.0
