,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,70.0,65.38,0.0
1,OTHER,60.0,40.0,0.0
2,NATIVE AMERICAN,100.0,0.0,0.0
3,LATINO,100.0,90.0,0.0
4,ASIAN-PACIFIC,30.0,50.0,0.0
5,WHITE,74.4,72.76,100.0
6,BLACK,75.0,100.0,0.0
