,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,33.33,36.36,0.0
1,OTHER,66.67,60.0,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,0.0,0.0,0.0
4,ASIAN-PACIFIC,0.0,0.0,0.0
5,WHITE,74.57,70.24,0.0
6,BLACK,56.57,69.1,0.0
