,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,53.33,66.67,0.0
1,OTHER,50.0,100.0,0.0
2,NATIVE AMERICAN,0.0,33.33,0.0
3,LATINO,55.56,60.0,0.0
4,ASIAN-PACIFIC,100.0,60.0,0.0
5,WHITE,74.91,74.3,0.0
6,BLACK,20.51,28.57,0.0
