,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,35.29,41.18,0.0
1,OTHER,0.0,0.0,0.0
2,NATIVE AMERICAN,0.0,100.0,0.0
3,LATINO,33.33,100.0,0.0
4,ASIAN-PACIFIC,100.0,0.0,0.0
5,WHITE,71.26,72.74,0.0
6,BLACK,58.33,80.95,0.0
