RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,36.03,45.45,0.0,39.73
OTHER,21.74,21.43,0.0,21.62
NATIVE-AM,0.0,0.0,0.0,0.0
HISP-LT,37.5,36.36,0.0,36.84
ASIA-PI,0.0,80.0,0.0,36.36
WHITE,54.1,51.16,0.0,52.38
BLACK,34.92,43.5,40.0,39.13
TOTAL,35.8,43.8,33.33,39.56
