,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,41.08,46.9,0.0
1,OTHER,37.5,53.33,0.0
2,NATIVE AMERICAN,33.33,0.0,0.0
3,LATINO,35.71,46.6,0.0
4,ASIAN-PACIFIC,22.22,34.09,0.0
5,WHITE,56.35,55.32,100.0
6,BLACK,55.21,65.5,100.0
