RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,38.92,45.51,0.00,42.11
OTHER,80.00,60.00,0.00,66.67
NATIVE-AM,100.0,0.00,0.00,100.0
HISP-LT,55.00,55.00,0.00,55.00
ASIA-PI,42.86,76.47,0.00,61.29
WHITE,64.58,66.10,50.00,65.35
BLACK,66.67,68.66,0.00,67.80
TOTAL,62.04,64.23,50.00,63.16
