,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,46.51,65.85,0.0
1,OTHER,100.0,50.0,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,33.33,20.0,0.0
4,ASIAN-PACIFIC,0.0,100.0,0.0
5,WHITE,73.11,70.56,0.0
6,BLACK,33.33,0.0,0.0
