,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,27.72,20.62,0.0
1,OTHER,0.0,50.0,0.0
2,NATIVE AMERICAN,0.0,33.33,0.0
3,LATINO,11.11,50.0,0.0
4,ASIAN-PACIFIC,0.0,16.67,0.0
5,WHITE,60.7,64.22,0.0
6,BLACK,50.0,75.0,0.0
