,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,25.0,40.29,0.0
1,OTHER,8.33,28.57,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,22.22,46.67,0.0
4,ASIAN-PACIFIC,25.0,0.0,0.0
5,WHITE,32.0,41.67,0.0
6,BLACK,32.61,46.98,0.0
