,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,30.56,34.38,0.0
1,OTHER,50.0,100.0,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,0.0,0.0,0.0
4,ASIAN-PACIFIC,100.0,0.0,0.0
5,WHITE,71.88,73.84,100.0
6,BLACK,44.27,62.94,0.0
