,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,19.35,41.3,0.0
1,OTHER,38.46,40.0,0.0
2,NATIVE AMERICAN,0.0,50.0,0.0
3,LATINO,40.0,61.11,0.0
4,ASIAN-PACIFIC,20.0,33.33,0.0
5,WHITE,56.95,58.75,0.0
6,BLACK,34.77,55.06,50.0
