,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,48.28,47.76,0.0
1,OTHER,44.07,50.0,0.0
2,NATIVE AMERICAN,0.0,50.0,0.0
3,LATINO,36.99,58.57,0.0
4,ASIAN-PACIFIC,15.79,37.5,0.0
5,WHITE,58.56,60.36,50.0
6,BLACK,53.07,65.97,0.0
