,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,27.27,29.15,0.0
1,OTHER,36.11,28.07,0.0
2,NATIVE AMERICAN,0.0,40.0,0.0
3,LATINO,33.09,33.97,0.0
4,ASIAN-PACIFIC,42.55,37.88,0.0
5,WHITE,52.38,48.28,0.0
6,BLACK,52.03,55.58,0.0
