,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,27.59,28.57,0.0
1,OTHER,25.0,42.86,0.0
2,NATIVE AMERICAN,0.0,100.0,0.0
3,LATINO,36.36,40.0,0.0
4,ASIAN-PACIFIC,37.5,25.0,0.0
5,WHITE,47.71,49.03,0.0
6,BLACK,58.14,72.71,0.0
