PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01A,2.0,165.0,130.0,0.0,32.0,15.0,0.0,2.0,2.0,0.0,38.0,26.0,0.0,25.0,21.0,4.0,690.0,651.0,0.0,336.0,216.0,2355.0
01B,4.0,160.0,155.0,0.0,29.0,25.0,0.0,2.0,2.0,0.0,51.0,30.0,0.0,27.0,20.0,2.0,927.0,879.0,0.0,264.0,171.0,2748.0
01C,0.0,34.0,25.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,2.0,0.0,0.0,43.0,46.0,0.0,286.0,151.0,601.0
01D,0.0,22.0,19.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,3.0,4.0,1.0,32.0,52.0,0.0,90.0,70.0,305.0
01E,1.0,181.0,140.0,0.0,21.0,17.0,0.0,0.0,0.0,1.0,30.0,19.0,0.0,19.0,13.0,4.0,716.0,748.0,0.0,306.0,194.0,2410.0
01F,0.0,31.0,26.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,13.0,27.0,0.0,196.0,139.0,447.0
01G,1.0,83.0,43.0,0.0,15.0,7.0,0.0,1.0,1.0,0.0,10.0,13.0,0.0,9.0,7.0,0.0,164.0,168.0,0.0,360.0,214.0,1096.0
01H,0.0,31.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,20.0,21.0,0.0,189.0,86.0,369.0
01I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01J,1.0,97.0,47.0,0.0,13.0,3.0,0.0,0.0,1.0,0.0,8.0,8.0,0.0,4.0,3.0,0.0,50.0,52.0,2.0,628.0,251.0,1168.0
01P,0.0,30.0,15.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,315.0,151.0,540.0
01R,0.0,33.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,311.0,115.0,491.0
01S,0.0,58.0,31.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,3.0,0.0,0.0,21.0,17.0,2.0,422.0,256.0,826.0
01T,2.0,51.0,43.0,0.0,10.0,8.0,0.0,1.0,2.0,0.0,22.0,12.0,0.0,6.0,4.0,0.0,118.0,146.0,0.0,209.0,157.0,791.0
02A,4.0,166.0,206.0,0.0,25.0,35.0,0.0,3.0,4.0,0.0,36.0,45.0,0.0,67.0,72.0,4.0,800.0,1119.0,0.0,173.0,189.0,2948.0
02B,1.0,84.0,81.0,0.0,21.0,15.0,0.0,2.0,0.0,0.0,14.0,20.0,1.0,20.0,15.0,1.0,146.0,246.0,1.0,284.0,289.0,1241.0
02C,2.0,71.0,88.0,0.0,18.0,12.0,0.0,1.0,0.0,0.0,16.0,35.0,0.0,19.0,10.0,1.0,194.0,276.0,0.0,233.0,226.0,1202.0
02D,6.0,173.0,163.0,0.0,34.0,20.0,0.0,2.0,1.0,0.0,41.0,39.0,0.0,56.0,43.0,7.0,660.0,686.0,1.0,465.0,274.0,2671.0
02E,1.0,87.0,77.0,0.0,18.0,14.0,0.0,0.0,0.0,0.0,22.0,10.0,0.0,22.0,16.0,0.0,565.0,521.0,0.0,45.0,30.0,1428.0
02F1,4.0,119.0,116.0,0.0,33.0,26.0,0.0,1.0,1.0,0.0,34.0,23.0,0.0,39.0,26.0,2.0,721.0,728.0,0.0,93.0,68.0,2034.0
02F2,1.0,25.0,29.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,4.0,6.0,0.0,10.0,8.0,1.0,123.0,125.0,0.0,74.0,40.0,453.0
02G,2.0,150.0,164.0,0.0,32.0,23.0,0.0,2.0,2.0,0.0,35.0,30.0,0.0,38.0,33.0,2.0,794.0,716.0,0.0,179.0,161.0,2363.0
02J,0.0,73.0,109.0,0.0,12.0,22.0,0.0,1.0,0.0,0.0,22.0,22.0,0.0,24.0,13.0,3.0,482.0,563.0,0.0,35.0,49.0,1430.0
02K,3.0,38.0,79.0,0.0,9.0,18.0,0.0,1.0,0.0,0.0,12.0,15.0,0.0,20.0,17.0,2.0,299.0,367.0,0.0,38.0,31.0,949.0
02L1,8.0,228.0,312.0,0.0,37.0,46.0,0.0,2.0,1.0,1.0,60.0,87.0,1.0,94.0,92.0,6.0,962.0,1507.0,0.0,276.0,245.0,3965.0
02L2,2.0,38.0,64.0,0.0,7.0,13.0,0.0,1.0,1.0,0.0,12.0,17.0,0.0,30.0,44.0,0.0,162.0,307.0,1.0,38.0,44.0,781.0
02S,1.0,29.0,26.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,8.0,6.0,0.0,6.0,4.0,0.0,99.0,94.0,0.0,76.0,63.0,424.0
02W,1.0,19.0,22.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,12.0,10.0,0.0,8.0,14.0,0.0,76.0,122.0,0.0,46.0,57.0,395.0
03A,0.0,45.0,28.0,0.0,6.0,5.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,339.0,223.0,670.0
03B,0.0,5.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,74.0,84.0,182.0
03C,0.0,33.0,33.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,11.0,3.0,1.0,333.0,239.0,664.0
03D,2.0,21.0,19.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,180.0,143.0,393.0
03E,1.0,57.0,41.0,0.0,5.0,7.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,23.0,15.0,2.0,424.0,322.0,909.0
03F,3.0,62.0,95.0,0.0,23.0,12.0,0.0,0.0,0.0,0.0,21.0,22.0,0.0,46.0,38.0,0.0,167.0,253.0,1.0,189.0,181.0,1113.0
03G,0.0,11.0,16.0,0.0,6.0,7.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,7.0,2.0,186.0,113.0,360.0
03H,0.0,21.0,15.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,171.0,146.0,366.0
03I,2.0,13.0,26.0,0.0,7.0,8.0,0.0,0.0,0.0,1.0,8.0,16.0,0.0,36.0,47.0,4.0,118.0,202.0,0.0,39.0,38.0,565.0
03L,1.0,12.0,15.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,100.0,88.0,227.0
03M,1.0,24.0,34.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,5.0,3.0,1.0,125.0,152.0,0.0,53.0,32.0,447.0
03N,2.0,61.0,35.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,4.0,5.0,0.0,41.0,61.0,2.0,380.0,243.0,869.0
03P1A,2.0,128.0,139.0,2.0,38.0,31.0,0.0,1.0,3.0,0.0,36.0,34.0,0.0,63.0,54.0,4.0,397.0,496.0,1.0,305.0,237.0,1971.0
03P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0
03S,0.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,188.0,131.0,350.0
03T,0.0,40.0,49.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,4.0,0.0,0.0,22.0,33.0,2.0,298.0,249.0,712.0
04A,1.0,25.0,23.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,12.0,13.0,2.0,267.0,195.0,551.0
04B,6.0,38.0,26.0,1.0,8.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,28.0,46.0,6.0,582.0,175.0,929.0
04C,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,17.0,46.0
04D,1.0,38.0,22.0,0.0,11.0,3.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,0.0,16.0,18.0,1.0,360.0,231.0,710.0
04F,0.0,48.0,44.0,1.0,14.0,11.0,0.0,0.0,0.0,0.0,6.0,17.0,0.0,20.0,11.0,1.0,102.0,122.0,0.0,337.0,201.0,935.0
04G,0.0,10.0,16.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,155.0,95.0,309.0
04I,0.0,27.0,38.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,12.0,7.0,0.0,106.0,127.0,0.0,117.0,149.0,609.0
