,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,42.22,44.74,0.0
1,OTHER,66.67,80.0,0.0
2,NATIVE AMERICAN,0.0,100.0,0.0
3,LATINO,87.5,50.0,0.0
4,ASIAN-PACIFIC,41.67,50.0,0.0
5,WHITE,57.83,54.81,0.0
6,BLACK,57.41,60.53,0.0
