,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,30.04,34.75,0.0
1,OTHER,36.36,40.0,0.0
2,NATIVE AMERICAN,20.0,33.33,0.0
3,LATINO,39.02,28.57,0.0
4,ASIAN-PACIFIC,18.75,27.27,0.0
5,WHITE,56.31,56.01,0.0
6,BLACK,45.33,60.35,100.0
