,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,29.71,46.76,0.0
1,OTHER,46.67,54.17,0.0
2,NATIVE AMERICAN,25.0,75.0,0.0
3,LATINO,35.71,44.3,0.0
4,ASIAN-PACIFIC,34.15,44.44,0.0
5,WHITE,60.07,64.48,0.0
6,BLACK,58.02,69.36,50.0
