,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,32.14,46.43,0.0
1,OTHER,50.0,40.0,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,37.5,36.36,0.0
4,ASIAN-PACIFIC,40.0,46.67,0.0
5,WHITE,60.99,65.02,100.0
6,BLACK,59.6,69.31,0.0
