,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,30.58,42.65,0.0
1,OTHER,60.0,40.0,0.0
2,NATIVE AMERICAN,50.0,100.0,0.0
3,LATINO,22.22,25.0,0.0
4,ASIAN-PACIFIC,42.86,61.54,0.0
5,WHITE,59.67,58.25,75.0
6,BLACK,46.98,58.2,0.0
