,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,18.42,22.77,0.0
1,OTHER,25.81,54.9,0.0
2,NATIVE AMERICAN,0.0,33.33,0.0
3,LATINO,39.22,49.56,0.0
4,ASIAN-PACIFIC,43.33,29.63,0.0
5,WHITE,46.81,46.56,100.0
6,BLACK,42.7,54.38,0.0
