,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,62.31,61.88,0.0
1,OTHER,59.65,49.18,100.0
2,NATIVE AMERICAN,0.0,75.0,0.0
3,LATINO,53.06,66.22,100.0
4,ASIAN-PACIFIC,54.62,54.01,0.0
5,WHITE,67.16,69.18,25.0
6,BLACK,59.62,67.78,0.0
