PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
ADMINISTRATION BLDG,4.0,113.0,125.0,1.0,18.0,12.0,0.0,4.0,1.0,0.0,20.0,21.0,1.0,9.0,8.0,2.0,715.0,533.0,2.0,1477.0,914.0,3980.0
HAMMETT RD,3.0,120.0,123.0,0.0,22.0,16.0,0.0,1.0,1.0,1.0,24.0,28.0,0.0,34.0,36.0,1.0,920.0,716.0,3.0,1243.0,778.0,4070.0
GRIGGS CENTER,3.0,56.0,65.0,0.0,9.0,11.0,0.0,2.0,0.0,0.0,4.0,5.0,0.0,2.0,0.0,0.0,91.0,68.0,1.0,1366.0,951.0,2634.0
WEST POINT,2.0,62.0,60.0,0.0,7.0,8.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,7.0,5.0,0.0,383.0,331.0,2.0,740.0,486.0,2101.0
HOGANSVILLE,2.0,91.0,119.0,0.0,17.0,11.0,0.0,0.0,1.0,0.0,16.0,16.0,0.0,5.0,3.0,1.0,1035.0,876.0,1.0,518.0,357.0,3069.0
EAST VERNON,3.0,62.0,111.0,0.0,5.0,3.0,0.0,1.0,2.0,0.0,15.0,9.0,0.0,8.0,4.0,1.0,1364.0,1172.0,0.0,170.0,116.0,3046.0
ROSEMONT,1.0,72.0,89.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,19.0,15.0,0.0,4.0,7.0,0.0,1492.0,1349.0,0.0,168.0,135.0,3367.0
MOUNTVILLE,1.0,47.0,57.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,4.0,6.0,1.0,565.0,532.0,0.0,297.0,209.0,1741.0
MCLENDON,1.0,96.0,95.0,0.0,17.0,7.0,0.0,0.0,0.0,0.0,19.0,11.0,0.0,5.0,9.0,2.0,1419.0,1347.0,0.0,238.0,181.0,3447.0
LONG CANE,3.0,84.0,99.0,1.0,16.0,9.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,5.0,8.0,3.0,1275.0,1095.0,0.0,287.0,221.0,3122.0
GARDNER NEWMAN,0.0,56.0,74.0,0.0,11.0,10.0,0.0,0.0,2.0,0.0,13.0,8.0,0.0,17.0,13.0,0.0,691.0,606.0,0.0,329.0,246.0,2076.0
GRAY HILL,3.0,59.0,56.0,1.0,5.0,4.0,1.0,1.0,0.0,0.0,7.0,9.0,0.0,5.0,8.0,2.0,659.0,585.0,0.0,195.0,168.0,1768.0
HIGHLAND,1.0,51.0,62.0,1.0,4.0,9.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,10.0,18.0,0.0,406.0,329.0,0.0,372.0,274.0,1543.0
NORTHSIDE,1.0,77.0,77.0,0.0,9.0,9.0,0.0,2.0,1.0,0.0,15.0,16.0,0.0,16.0,10.0,1.0,866.0,748.0,0.0,488.0,338.0,2674.0
88888,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,8.0
99999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,6.0,4.0,17.0
TOTAL,28.0,1046.0,1214.0,5.0,153.0,121.0,1.0,13.0,8.0,1.0,175.0,156.0,1.0,132.0,135.0,14.0,11884.0,10291.0,9.0,7897.0,5379.0,38663.0
