RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,24.77,24.75,0.0,24.76
OTHER,29.41,34.62,0.0,32.56
NATIVE-AM,0.0,40.0,0.0,28.57
HISP-LT,20.93,34.04,0.0,27.78
ASIA-PI,56.25,42.11,0.0,48.57
WHITE,69.31,68.36,75.0,68.81
BLACK,42.64,54.38,0.0,49.82
TOTAL,57.53,60.21,60.0,59.02
