,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,53.26,63.24,0.0
1,OTHER,58.14,64.44,0.0
2,NATIVE AMERICAN,100.0,100.0,0.0
3,LATINO,53.57,68.92,0.0
4,ASIAN-PACIFIC,74.07,77.14,0.0
5,WHITE,70.04,74.52,50.0
6,BLACK,42.33,52.49,0.0
