PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
GILL I,0,30.77,40,0,37.5,25,0,0,0,0,42.86,20,0,40,0,0,58.54,64.22,0,53.31,36.72,55.58
GILL II,0,33.33,28.57,0,100,100,0,0,0,0,0,0,0,100,50,100,59.83,56.25,0,64.17,53.08,58.11
7TH-ODESSADALE,0,83.33,14.29,0,100,100,100,0,0,0,0,0,0,0,0,0,69.79,69.23,0,73.33,57.69,67.01
8TH-GREENVILLE,0,47.27,30.43,0,66.67,66.67,0,100,0,0,25,66.67,0,0,50,100,61.54,61.9,0,62.01,46.77,57.59
LONE OAK,0,41.46,41.67,0,66.67,0,0,0,0,0,80,50,0,0,0,0,61.86,64.14,0,68.5,54.95,61.32
LUTHERSVILLE,0,37.96,28.08,0,100,71.43,0,33.33,33.33,0,38.46,25,0,100,0,0,59.55,59.86,0,60.4,47.31,55.14
UPPER 9TH -ALVATON,0,54.39,32.18,0,0,0,0,0,0,0,50,0,0,0,100,0,59.95,62.94,0,66.94,47.09,57.94
MIDDLE 9TH-GAY,0,30,40,0,0,0,0,0,0,0,100,100,0,0,0,0,62.76,68.09,0,59.46,56.41,62.69
LOWER 9TH-WOODBURY,0,52.38,40,0,33.33,0,0,0,0,0,0,0,0,0,100,0,66.67,68.29,0,69.32,51.36,63.1
2ND-WARM SPRINGS,0,42.31,23.33,0,71.43,100,0,0,0,0,50,33.33,0,50,100,0,67.93,67.3,0,58.97,47.93,62.66
THIRD-DURAND,0,37.5,36.84,0,50,0,0,0,0,0,0,50,0,0,0,0,67.54,67.37,0,57.6,38.46,59.42
RALEIGH,0,44.44,35.29,0,100,0,0,100,0,0,0,0,0,0,100,0,70.31,72.53,0,47.37,40.00,65.41
TOTAL,0.0,42.7,32.51,,64.86,50.0,100.0,44.44,25.0,,46.15,33.33,,42.86,46.67,60.0,62.95,64.55,0.0,62.66,48.55,59.1
