RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,34.51,45.45,25.00,39.79
OTHER,46.15,54.10,0.00,51.00
NATIVE-AM,40.00,75.00,0.00,61.54
HISP-LT,47.75,48.22,0.00,47.97
ASIA-PI,48.65,60.53,0.00,54.67
WHITE,61.99,63.73,0.00,62.91
BLACK,54.40,65.47,0.00,60.59
TOTAL,54.27,62.02,16.67,58.47
