,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,27.27,51.52,0.0
1,OTHER,100.0,100.0,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,50.0,50.0,0.0
4,ASIAN-PACIFIC,0.0,0.0,0.0
5,WHITE,76.84,72.82,100.0
6,BLACK,47.83,65.88,0.0
