,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,28.48,47.01,0.0
1,OTHER,33.33,45.45,0.0
2,NATIVE AMERICAN,0.0,33.33,0.0
3,LATINO,32.35,45.28,0.0
4,ASIAN-PACIFIC,46.15,50.0,0.0
5,WHITE,64.47,63.47,100.0
6,BLACK,67.91,74.31,0.0
