,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,53.23,62.5,0.0
1,OTHER,0.0,50.0,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,0.0,0.0,0.0
4,ASIAN-PACIFIC,0.0,0.0,0.0
5,WHITE,75.24,81.86,0.0
6,BLACK,69.23,56.82,0.0
