,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,56.25,61.9,0.0
1,OTHER,50.0,0.0,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,50.0,100.0,0.0
4,ASIAN-PACIFIC,50.0,33.33,0.0
5,WHITE,72.73,71.43,0.0
6,BLACK,46.91,66.91,0.0
