,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,51.52,55.36,0.0
1,OTHER,57.14,68.33,100.0
2,NATIVE AMERICAN,20.0,66.67,0.0
3,LATINO,53.12,56.0,100.0
4,ASIAN-PACIFIC,54.43,52.59,100.0
5,WHITE,61.67,62.54,50.0
6,BLACK,59.0,62.9,0.0
