,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,33.63,45.45,0.0
1,OTHER,59.26,64.86,0.0
2,NATIVE AMERICAN,50.0,0.0,0.0
3,LATINO,46.67,55.32,0.0
4,ASIAN-PACIFIC,54.0,55.38,0.0
5,WHITE,46.12,44.02,33.33
6,BLACK,45.45,51.71,0.0
