PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
002,3111.0,2.0,287.0,296.0,0.0,16.0,20.0,0.0,0.0,2.0,0.0,328.0,368.0,0.0,68.0,66.0,2.0,723.0,637.0,0.0,161.0,135.0
003,2571.0,3.0,181.0,215.0,0.0,18.0,15.0,0.0,2.0,0.0,0.0,163.0,136.0,0.0,18.0,14.0,1.0,838.0,681.0,0.0,159.0,127.0
004,4107.0,3.0,213.0,275.0,0.0,17.0,18.0,0.0,2.0,1.0,0.0,155.0,132.0,1.0,17.0,23.0,2.0,1597.0,1473.0,0.0,89.0,89.0
005,4094.0,3.0,238.0,240.0,0.0,13.0,13.0,0.0,3.0,3.0,0.0,76.0,88.0,0.0,13.0,13.0,10.0,1702.0,1517.0,1.0,86.0,75.0
006,3382.0,1.0,238.0,227.0,0.0,15.0,20.0,0.0,1.0,1.0,0.0,91.0,82.0,0.0,14.0,20.0,4.0,1252.0,1148.0,0.0,148.0,120.0
007,5462.0,1.0,334.0,345.0,0.0,26.0,26.0,0.0,3.0,5.0,1.0,123.0,71.0,0.0,66.0,46.0,4.0,2089.0,2046.0,0.0,149.0,127.0
008,3814.0,2.0,227.0,238.0,0.0,10.0,13.0,0.0,2.0,3.0,0.0,84.0,71.0,0.0,11.0,9.0,5.0,1522.0,1475.0,0.0,78.0,64.0
009,4687.0,2.0,284.0,332.0,0.0,34.0,28.0,0.0,3.0,2.0,2.0,211.0,220.0,1.0,21.0,25.0,0.0,1676.0,1521.0,0.0,180.0,145.0
010,5465.0,6.0,361.0,400.0,0.0,23.0,18.0,0.0,4.0,6.0,4.0,410.0,414.0,0.0,56.0,71.0,3.0,1751.0,1606.0,1.0,183.0,148.0
011,5697.0,4.0,490.0,597.0,0.0,33.0,29.0,0.0,5.0,1.0,3.0,806.0,725.0,0.0,29.0,15.0,0.0,1137.0,1029.0,1.0,436.0,357.0
012,3882.0,6.0,279.0,282.0,0.0,20.0,12.0,0.0,1.0,3.0,0.0,128.0,116.0,0.0,12.0,12.0,1.0,1457.0,1284.0,0.0,146.0,123.0
013,3230.0,1.0,191.0,219.0,0.0,9.0,6.0,0.0,3.0,3.0,0.0,42.0,40.0,0.0,18.0,14.0,2.0,1368.0,1175.0,1.0,80.0,58.0
014,3193.0,1.0,150.0,156.0,0.0,12.0,7.0,0.0,0.0,1.0,0.0,15.0,14.0,0.0,2.0,2.0,4.0,1448.0,1360.0,0.0,8.0,13.0
015,2647.0,2.0,143.0,150.0,0.0,13.0,6.0,0.0,0.0,2.0,0.0,17.0,18.0,0.0,7.0,4.0,2.0,1192.0,1060.0,0.0,16.0,15.0
016,5658.0,3.0,313.0,392.0,0.0,17.0,14.0,0.0,4.0,2.0,0.0,98.0,111.0,0.0,20.0,11.0,4.0,2452.0,2119.0,0.0,50.0,48.0
017,3683.0,1.0,205.0,251.0,0.0,13.0,7.0,0.0,2.0,1.0,0.0,82.0,72.0,0.0,15.0,12.0,1.0,1563.0,1402.0,0.0,25.0,31.0
018,3445.0,0.0,202.0,226.0,0.0,5.0,14.0,0.0,2.0,5.0,0.0,55.0,66.0,0.0,14.0,10.0,1.0,1440.0,1360.0,0.0,15.0,30.0
019,4252.0,1.0,217.0,255.0,0.0,6.0,15.0,0.0,1.0,2.0,1.0,93.0,67.0,0.0,18.0,9.0,6.0,1823.0,1691.0,0.0,20.0,27.0
020,3799.0,0.0,150.0,155.0,0.0,5.0,11.0,0.0,0.0,0.0,1.0,39.0,35.0,0.0,9.0,10.0,4.0,1812.0,1531.0,0.0,15.0,22.0
021,3780.0,0.0,259.0,267.0,0.0,15.0,17.0,0.0,3.0,1.0,1.0,141.0,139.0,0.0,11.0,11.0,0.0,1483.0,1076.0,0.0,216.0,140.0
022,2930.0,5.0,228.0,274.0,0.0,15.0,13.0,0.0,1.0,1.0,1.0,157.0,168.0,0.0,13.0,8.0,0.0,171.0,117.0,0.0,1036.0,722.0
023,5385.0,4.0,473.0,616.0,0.0,44.0,34.0,0.0,5.0,1.0,4.0,600.0,508.0,0.0,54.0,70.0,4.0,1221.0,1093.0,1.0,395.0,258.0
024,2813.0,3.0,197.0,260.0,0.0,15.0,12.0,0.0,0.0,1.0,1.0,134.0,139.0,0.0,9.0,13.0,2.0,925.0,777.0,0.0,188.0,137.0
025,1644.0,1.0,133.0,140.0,0.0,8.0,6.0,0.0,2.0,0.0,0.0,32.0,42.0,0.0,7.0,6.0,1.0,573.0,477.0,0.0,124.0,92.0
026,1053.0,0.0,52.0,59.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,21.0,24.0,0.0,3.0,3.0,0.0,447.0,394.0,0.0,23.0,21.0
