,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,40.68,45.0,0.0
1,OTHER,66.67,54.55,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,80.0,68.42,0.0
4,ASIAN-PACIFIC,66.67,23.53,0.0
5,WHITE,64.72,67.12,100.0
6,BLACK,53.57,40.54,0.0
