,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,30.43,41.98,0.0
1,OTHER,44.16,47.32,0.0
2,NATIVE AMERICAN,33.33,37.5,0.0
3,LATINO,40.0,46.45,0.0
4,ASIAN-PACIFIC,38.04,40.41,0.0
5,WHITE,49.17,54.06,50.0
6,BLACK,43.09,56.26,33.33
