PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
CARTECAY,0.0,33.0,53.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,2.0,0.0,1.0,698.0,657.0,0.0,0.0,3.0,1470.0
TAILS CREEK,0.0,55.0,76.0,0.0,10.0,5.0,0.0,2.0,4.0,0.0,14.0,20.0,0.0,3.0,2.0,1.0,738.0,676.0,0.0,4.0,5.0,1615.0
TOWN CREEK,0.0,37.0,44.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,18.0,7.0,1.0,0.0,1.0,1.0,537.0,474.0,0.0,1.0,2.0,1129.0
LEACHES,1.0,86.0,113.0,0.0,4.0,7.0,0.0,2.0,1.0,0.0,14.0,16.0,0.0,2.0,2.0,4.0,1225.0,1142.0,0.0,3.0,5.0,2627.0
CHERRY LOG,1.0,24.0,27.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,5.0,2.0,0.0,1.0,1.0,0.0,395.0,424.0,0.0,1.0,2.0,888.0
BOARDTOWN,1.0,37.0,35.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,3.0,1.0,3.0,624.0,598.0,0.0,0.0,0.0,1316.0
MOUNTAINTOWN,0.0,29.0,36.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,4.0,5.0,1.0,517.0,495.0,0.0,7.0,1.0,1107.0
EAST ELLIJAY,0.0,52.0,38.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,24.0,23.0,0.0,9.0,10.0,0.0,772.0,677.0,0.0,1.0,3.0,1614.0
ELLIJAY NORTH,0.0,61.0,56.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,25.0,31.0,0.0,0.0,1.0,0.0,822.0,670.0,0.0,3.0,3.0,1676.0
YUKON,0.0,26.0,40.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,10.0,12.0,0.0,0.0,1.0,1.0,520.0,526.0,0.0,0.0,3.0,1144.0
BIG CREEK,0.0,38.0,43.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,7.0,8.0,0.0,0.0,1.0,3.0,633.0,619.0,0.0,2.0,1.0,1364.0
ELLIJAY NORTHEAST,1.0,57.0,47.0,1.0,5.0,5.0,0.0,2.0,0.0,0.0,7.0,13.0,0.0,2.0,0.0,0.0,826.0,745.0,0.0,0.0,3.0,1714.0
88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
TOTAL,4.0,535.0,608.0,1.0,39.0,40.0,0.0,14.0,9.0,0.0,142.0,144.0,1.0,26.0,25.0,15.0,8308.0,7704.0,0.0,22.0,31.0,17668.0
