,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,45.89,49.06,0.0
1,OTHER,44.44,52.46,0.0
2,NATIVE AMERICAN,33.33,40.0,0.0
3,LATINO,57.53,48.6,0.0
4,ASIAN-PACIFIC,53.66,53.16,0.0
5,WHITE,67.6,66.67,50.0
6,BLACK,60.44,69.5,33.33
