,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,30.28,35.42,0.0
1,OTHER,58.46,49.25,0.0
2,NATIVE AMERICAN,75.0,75.0,0.0
3,LATINO,39.71,44.9,0.0
4,ASIAN-PACIFIC,40.64,40.8,0.0
5,WHITE,61.1,58.05,0.0
6,BLACK,43.42,52.85,0.0
