,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,26.47,36.36,0.0
1,OTHER,40.91,40.91,100.0
2,NATIVE AMERICAN,50.0,0.0,0.0
3,LATINO,32.24,39.16,100.0
4,ASIAN-PACIFIC,11.11,13.33,0.0
5,WHITE,60.18,55.73,0.0
6,BLACK,45.41,51.7,0.0
