,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,34.62,38.17,0.0
1,OTHER,50.0,23.53,0.0
2,NATIVE AMERICAN,50.0,33.33,0.0
3,LATINO,16.67,10.0,0.0
4,ASIAN-PACIFIC,66.67,33.33,0.0
5,WHITE,55.66,55.31,25.0
6,BLACK,32.26,51.72,0.0
