PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
1B,0,43.31,29.84,0,50,47.06,0,75,0,0,52.94,46.88,0,50,60.87,66.67,59.42,60.45,0,58.86,42.19,54.04
1C,80,46.97,41.77,0,77.78,57.14,0,0,66.67,0,56.25,45.45,0,50,52,75,66.21,64.86,0,63.64,57.89,62.17
1D,100,63.12,47.17,0,80,77.78,0,0,0,100,46.15,50,0,62.5,40,100,71.76,72,0,81.5,62.96,69.69
2A,25,29.74,16.84,100,38.89,60,0,0,100,0,43.33,39.2,0,83.33,0,50,51.6,52.7,0,56.52,43.28,46.69
2B,16.67,29.62,20.61,0,45.71,48.48,0,0,50,100,34.38,40.35,0,48.89,48.84,33.33,50.92,49.41,50,49.03,33.91,42.68
3A,40,38.15,21.28,0,36.36,54.55,0,0,0,0,59.38,29.41,0,50,30,100,49.5,43.61,0,48.62,30.68,41.87
3B,33.33,39.43,33.11,0,54.17,45.45,0,0,100,0,61.43,47.27,0,50,46.03,66.67,53.13,48.65,100,43.31,32.28,46.73
4A,33.33,29.82,23.63,0,43.75,59.09,0,0,50,0,65.79,34.48,100,42.31,61.54,0,49.35,47.1,50,38.81,30.77,42.29
4B,26.67,36.33,34.78,0,61.9,50,0,75,75,0,64.13,60.47,100,61.15,43.3,80,58.16,54.58,0,57.86,48.33,53.81
5A,0,50,46.78,0,44.44,43.48,0,50,100,0,51.28,40.43,0,64.29,60,100,67.58,65.26,0,64.93,52.50,62.41
5B,50,48.86,37.21,0,55,50,0,100,50,100,41.43,60,0,50,35.71,75,67.17,62.67,0,69.41,50.38,60.34
5C,25,61.07,51.33,0,57.89,100,0,100,0,0,64.29,58.82,0,75,70,0,68.36,68.18,0,56.14,43.10,65.56
5D,40,34.91,28.98,0,56.25,61.11,0,0,0,0,58.5,42.98,0,61.54,50,0,64.33,65.48,0,55.56,42.50,53.03
6A,0,41.59,36.97,0,52,28.57,0,100,0,0,53.85,33.33,0,43.59,47.5,0,66.2,62.89,0,63.66,53.31,58.89
6B,100,44.3,35.4,0,52,42.86,0,50,33.33,0,49.32,42.11,0,66.67,40,100,67.93,66.47,0,61.23,44.96,59.53
6C,50,49.59,39.42,0,35.48,66.67,0,75,0,0,63.41,58.82,0,36.84,28.95,33.33,62.32,60.61,0,61.7,52.81,57.83
6D,50,57,55.74,0,53.33,61.54,0,0,0,0,67.5,73.68,0,51.61,58.82,100,70.44,67.56,0,75,52.89,66.36
7A,66.67,55.77,34.64,0,56,52.94,0,0,0,0,46.67,47.62,0,58.7,50,100,63.17,64.85,0,63.8,49.45,59.7
7B,0,43.28,36.45,0,58.33,70.83,0,100,0,0,46.43,41.67,0,64,57.14,80,61.51,65.43,0,45.17,29.59,56.94
7C,75,41.72,40.59,0,80,47.37,0,0,100,100,64.1,30.43,0,64.15,52.27,33.33,69.52,64.85,0,56.52,41.86,62.75
88888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8A,50,39.24,32.6,0,70,50,0,33.33,60,0,48.33,39.66,0,53.49,40.62,33.33,61.82,59.91,0,46.51,36.76,52.83
8B,0,43.36,33.08,0,52.17,33.33,0,100,0,0,35.48,23.81,0,44.44,40,0,66.94,63.14,0,42.71,33.76,54.37
8C,100,31.32,27.55,0,35.71,50,0,100,25,0,48.15,48.15,0,55.41,29.31,75,56.41,50.98,0,56.51,46.59,49.75
TOTAL,39.53,41.95,33.29,50.0,53.82,53.21,,58.82,50.0,36.36,52.66,45.15,66.67,55.01,45.61,63.29,62.06,59.95,21.43,54.92,41.45,54.59
