,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,31.11,33.49,0.0
1,OTHER,59.26,40.91,0.0
2,NATIVE AMERICAN,37.5,54.55,0.0
3,LATINO,34.92,40.26,0.0
4,ASIAN-PACIFIC,35.48,48.48,0.0
5,WHITE,61.98,61.42,60.0
6,BLACK,34.23,58.16,0.0
