,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,21.88,33.33,0.0
1,OTHER,100.0,0.0,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,0.0,33.33,0.0
4,ASIAN-PACIFIC,0.0,50.0,0.0
5,WHITE,65.37,62.67,0.0
6,BLACK,55.12,71.78,0.0
