RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,43.75,41.38,100.0,43.55
OTHER,25.00,75.00,0.00,50.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,21.43,22.73,0.00,22.22
ASIA-PI,0.00,33.33,0.00,11.11
WHITE,68.38,71.96,0.00,70.23
BLACK,50.66,67.92,0.00,60.93
TOTAL,57.97,67.49,50.00,63.25
