RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,26.32,42.17,0.0,34.59
OTHER,50.0,20.0,0.0,28.57
NATIVE-AM,100.0,0.0,0.0,25.0
HISP-LT,22.22,22.22,0.0,22.22
ASIA-PI,25.0,25.0,0.0,25.0
WHITE,64.87,65.66,66.67,65.28
BLACK,45.28,64.56,0.0,56.83
TOTAL,57.86,64.03,66.67,61.23
