,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,47.03,48.02,0.0
1,OTHER,55.56,60.0,0.0
2,NATIVE AMERICAN,60.0,50.0,0.0
3,LATINO,44.74,51.55,0.0
4,ASIAN-PACIFIC,41.9,44.44,50.0
5,WHITE,58.53,60.64,66.67
6,BLACK,62.89,69.39,50.0
