,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,22.99,37.36,0.0
1,OTHER,50.0,28.57,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,31.46,52.17,0.0
4,ASIAN-PACIFIC,39.29,28.75,0.0
5,WHITE,50.28,56.7,0.0
6,BLACK,40.12,57.56,0.0
