PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
RYE PATCH/OAK DALE,0,33.33,25.84,0,15,50,0,25,25,0,35.19,30.77,0,55,62.5,0,44.78,53,0,47.29,41.20,43.81
SOUTH LUDOWICI,0,23.68,12.64,0,30,30,0,100,0,0,27.27,30.77,0,11.11,50,0,41.2,52.58,0,47.52,38.58,40.24
NORTH LUDOWICI,0,27.15,23.02,0,31.82,50,0,0,0,0,14.55,23.26,0,50,50,0,46.23,48.93,0,51.6,38.33,41.91
TIBET,0,18.6,35.56,0,50,0,0,0,100,0,100,25,0,100,50,0,59.81,60.2,0,37.5,40.91,53.73
ALMA FLOURNOY,0,70,33.33,0,0,0,0,0,0,0,0,100,0,0,0,0,59.18,60.19,0,62.5,42.86,58.09
FAITH BAPTIST ANNEX,100,43.48,29.73,0,100,66.67,0,0,0,0,12.5,40,0,0,0,0,49.16,54.2,0,48.86,43.64,48.41
88888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL,50.0,30.39,24.17,,27.27,44.68,,40.0,37.5,,25.0,28.57,,46.55,50.0,0.0,47.9,53.71,0.0,48.27,39.79,44.81
