RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,43.12,48.73,0.0,45.84
OTHER,44.44,58.62,0.0,52.43
NATIVE-AM,25.0,66.67,0.0,42.86
HISP-LT,52.7,51.25,0.0,51.95
ASIA-PI,55.13,57.14,0.0,56.25
WHITE,56.41,59.84,77.78,58.12
BLACK,40.23,48.14,25.0,44.82
TOTAL,49.52,53.74,61.54,51.73
