,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,22.22,35.29,0.0
1,OTHER,100.0,100.0,0.0
2,NATIVE AMERICAN,50.0,100.0,0.0
3,LATINO,33.33,50.0,0.0
4,ASIAN-PACIFIC,0.0,60.0,0.0
5,WHITE,70.93,69.45,0.0
6,BLACK,59.26,66.52,0.0
