,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,27.34,36.39,0.0
1,OTHER,55.26,36.67,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,25.71,31.52,0.0
4,ASIAN-PACIFIC,42.86,48.39,0.0
5,WHITE,50.69,53.51,0.0
6,BLACK,38.8,51.32,0.0
