RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,47.76,58.54,0.0,53.69
OTHER,37.5,80.0,0.0,61.11
NATIVE-AM,0.0,0.0,0.0,0.0
HISP-LT,37.5,46.15,0.0,42.86
ASIA-PI,0.0,33.33,0.0,33.33
WHITE,58.7,52.63,0.0,55.95
BLACK,58.82,71.81,0.0,65.78
TOTAL,57.12,69.13,0.0,63.53
