,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,36.84,42.45,0.0
1,OTHER,33.33,50.0,0.0
2,NATIVE AMERICAN,0.0,25.0,0.0
3,LATINO,36.62,45.0,100.0
4,ASIAN-PACIFIC,32.35,29.41,0.0
5,WHITE,51.96,54.62,0.0
6,BLACK,45.9,63.02,33.33
