,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,64.0,45.83,0.0
1,OTHER,33.33,0.0,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,40.0,42.86,0.0
4,ASIAN-PACIFIC,35.71,50.0,0.0
5,WHITE,48.98,48.26,100.0
6,BLACK,88.24,61.76,0.0
